train/explained_variance,train/policy_loss,train/n_updates,train/value_loss,train/entropy_loss,train/learning_rate,time/time_elapsed,time/iterations,time/total_timesteps,train/std,time/fps
-1.1920928955078125e-07,-0.0008456606301479042,42699,2.016557374417971e-07,-2.510547161102295,0.0007,429,42700,213500,0.8765637874603271,496
-1.1920928955078125e-07,-0.0007528092828579247,42799,2.002338135298487e-07,-2.52176570892334,0.0007,430,42800,214000,0.8830863833427429,496
0.0,-0.0012002007570117712,42899,1.9954882191086654e-07,-2.5255751609802246,0.0007,431,42900,214500,0.8847280740737915,496
0.0,-0.0007889958214946091,42999,1.9943372819852812e-07,-2.528334379196167,0.0007,432,43000,215000,0.8877185583114624,496
0.0,-0.0011283527128398418,43099,1.996299232587262e-07,-2.5486841201782227,0.0007,433,43100,215500,0.8947100043296814,497
0.0,-0.0009816832607612014,43199,1.984617057360083e-07,-2.554202079772949,0.0007,434,43200,216000,0.8965717554092407,496
0.0,-0.0013653305359184742,43299,1.9874050849466585e-07,-2.546128749847412,0.0007,435,43300,216500,0.8941265940666199,497
0.0,-0.0008292376878671348,43399,1.989520086453922e-07,-2.5428338050842285,0.0007,436,43400,217000,0.8939812779426575,497
0.0,-0.0011175175895914435,43499,1.9906619286302885e-07,-2.5329251289367676,0.0007,437,43500,217500,0.8892673254013062,497
0.0,-0.0006994305294938385,43599,1.9839231413243397e-07,-2.531712532043457,0.0007,438,43600,218000,0.8890977501869202,497
-8.916854858398438e-05,-0.0008673658594489098,43699,1.9827930941573868e-07,-2.526735305786133,0.0007,439,43700,218500,0.8860576748847961,497
-1.1920928955078125e-07,-0.0011409714352339506,43799,1.9905226622540795e-07,-2.5341577529907227,0.0007,440,43800,219000,0.8896087408065796,496
0.0,-0.0012819052208214998,43899,1.9776328485932027e-07,-2.5404129028320312,0.0007,441,43900,219500,0.8940442800521851,496
1.1920928955078125e-07,-0.0006906489143148065,43999,1.9858048005971796e-07,-2.5291357040405273,0.0007,442,44000,220000,0.8910337090492249,496
-1.1920928955078125e-07,-0.00084373151184991,44099,1.986497011330357e-07,-2.5267064571380615,0.0007,443,44100,220500,0.8923910856246948,496
-1.1920928955078125e-07,-0.0007844461360946298,44199,1.9794970285147429e-07,-2.5230870246887207,0.0007,444,44200,221000,0.8912578821182251,496
-1.1920928955078125e-07,-0.000921870581805706,44299,1.9868177503212792e-07,-2.51922607421875,0.0007,445,44300,221500,0.8874029517173767,496
0.0,-0.0011865904089063406,44399,1.9895477976206166e-07,-2.5186665058135986,0.0007,446,44400,222000,0.8872640132904053,497
0.0,-0.0009078793227672577,44499,1.9944074836075742e-07,-2.5041213035583496,0.0007,447,44500,222500,0.8829454183578491,497
0.0,-0.0009366293670609593,44599,1.990896123515995e-07,-2.500393867492676,0.0007,448,44600,223000,0.8814160227775574,496
0.0,-0.0007574487244710326,44699,1.989307918393024e-07,-2.490048885345459,0.0007,449,44700,223500,0.8764684796333313,497
4.4226646423339844e-05,-0.0008791343425400555,44799,1.9813020912806678e-07,-2.5001635551452637,0.0007,450,44800,224000,0.8832269906997681,496
0.0,-0.001393430633470416,44899,1.9926690697502636e-07,-2.5134828090667725,0.0007,451,44900,224500,0.8866416215896606,497
0.0,-0.0010983659885823727,44999,1.9917806071134692e-07,-2.5143063068389893,0.0007,452,45000,225000,0.8870836496353149,497
-1.1920928955078125e-07,-0.000769152888096869,45099,1.986834377021296e-07,-2.5024900436401367,0.0007,453,45100,225500,0.883048951625824,496
8.90493392944336e-05,-0.001204177038744092,45199,1.988387055007479e-07,-2.5053863525390625,0.0007,454,45200,226000,0.8825805187225342,496
-2.384185791015625e-07,-0.0010376524878665805,45299,1.9872845768986735e-07,-2.4985363483428955,0.0007,455,45300,226500,0.8805206418037415,497
1.1920928955078125e-07,-0.001004855614155531,45399,1.9900608094758354e-07,-2.506314277648926,0.0007,456,45400,227000,0.8836211562156677,496
-1.1920928955078125e-07,-0.0011884566629305482,45499,1.984937796351005e-07,-2.493180751800537,0.0007,457,45500,227500,0.8786303400993347,496
0.0,-0.0008902198751457036,45599,1.9837548848045117e-07,-2.48224139213562,0.0007,458,45600,228000,0.8750450611114502,496
-1.1920928955078125e-07,-0.0008783630328252912,45699,1.9855102095789334e-07,-2.4755008220672607,0.0007,459,45700,228500,0.8731082081794739,496
0.0,-0.0008430469897575676,45799,1.9883471225057292e-07,-2.468715190887451,0.0007,460,45800,229000,0.8707486391067505,496
1.1920928955078125e-07,-0.0011338863987475634,45899,1.9869113998538523e-07,-2.4610443115234375,0.0007,461,45900,229500,0.8652516007423401,496
0.0,-0.0009766512084752321,45999,1.9852261345931765e-07,-2.458000898361206,0.0007,462,46000,230000,0.8651769757270813,496
-1.1920928955078125e-07,-0.0010966453701257706,46099,1.983137281058589e-07,-2.4527926445007324,0.0007,463,46100,230500,0.8637263774871826,496
0.0,-0.001008711289614439,46199,1.984790998221797e-07,-2.4548397064208984,0.0007,464,46200,231000,0.8622847199440002,496
0.0,-0.0012660857755690813,46299,1.991922573552074e-07,-2.4598546028137207,0.0007,465,46300,231500,0.8657496571540833,496
1.1920928955078125e-07,-0.0010213649366050959,46399,1.9920180704957602e-07,-2.464005947113037,0.0007,466,46400,232000,0.8692430257797241,496
0.0,-0.0011271039256826043,46499,1.9881728974269208e-07,-2.4617767333984375,0.0007,467,46500,232500,0.8684068918228149,496
0.0,-0.001224587787874043,46599,1.9792003058682894e-07,-2.4692022800445557,0.0007,468,46600,233000,0.8733934164047241,496
0.0,-0.0013280112762004137,46699,1.9850794785725157e-07,-2.4659066200256348,0.0007,469,46700,233500,0.8725783824920654,496
0.0,-0.0009002127917483449,46799,1.9995866296085296e-07,-2.4550058841705322,0.0007,470,46800,234000,0.8704029321670532,496
0.0,-0.0008806794648990035,46899,1.9886203972419025e-07,-2.4607994556427,0.0007,471,46900,234500,0.8718520998954773,496
-1.1920928955078125e-07,-0.000997517490759492,46999,1.9820951990823232e-07,-2.4553327560424805,0.0007,472,47000,235000,0.8693311810493469,497
0.0,-0.0013266250025480986,47099,1.9902037706742703e-07,-2.4558632373809814,0.0007,473,47100,235500,0.8699390888214111,497
0.0,-0.0010160466190427542,47199,1.9852859622915275e-07,-2.4669137001037598,0.0007,474,47200,236000,0.8776803612709045,497
0.0,-0.0010760566219687462,47299,1.9859639621699898e-07,-2.467771291732788,0.0007,475,47300,236500,0.8776001930236816,497
0.0,-0.00105283223092556,47399,1.985274309390661e-07,-2.460517406463623,0.0007,476,47400,237000,0.8754494190216064,497
0.0,-0.0008531042258255184,47499,1.9894100944384263e-07,-2.458735466003418,0.0007,477,47500,237500,0.8738517761230469,497
0.0,-0.001139241037890315,47599,1.9798964956407872e-07,-2.4613261222839355,0.0007,478,47600,238000,0.8735405206680298,497
0.0,-0.0013108510756865144,47699,1.9853605692787824e-07,-2.469485282897949,0.0007,479,47700,238500,0.8776214122772217,497
0.0,-0.0007059161434881389,47799,1.9892506486485217e-07,-2.4727835655212402,0.0007,480,47800,239000,0.8814772367477417,497
-1.1920928955078125e-07,-0.0010584313422441483,47899,1.9895344394171843e-07,-2.4907426834106445,0.0007,481,47900,239500,0.8896552324295044,497
-1.1920928955078125e-07,-0.0008178998832590878,47999,1.98149308516804e-07,-2.4957971572875977,0.0007,482,48000,240000,0.8907121419906616,497
0.0,-0.0010873761493712664,48099,1.9847701082653657e-07,-2.484992742538452,0.0007,483,48100,240500,0.8857744932174683,497
0.0,-0.0008036110666580498,48199,1.985447113383998e-07,-2.448521137237549,0.0007,484,48200,241000,0.8717535734176636,497
0.0,-0.000733892316929996,48299,1.9840892662159604e-07,-2.4440290927886963,0.0007,485,48300,241500,0.8717714548110962,497
-2.384185791015625e-07,-0.0008970001945272088,48399,1.9925653305108426e-07,-2.43179988861084,0.0007,486,48400,242000,0.865821123123169,497
0.0,-0.0012043662136420608,48499,1.9850035926083365e-07,-2.433269500732422,0.0007,487,48500,242500,0.8670169711112976,497
-1.1920928955078125e-07,-0.0010210336185991764,48599,1.988344138226239e-07,-2.4352145195007324,0.0007,488,48600,243000,0.8684443235397339,497
0.0,-0.0007690436323173344,48699,1.9807757212220167e-07,-2.438324451446533,0.0007,489,48700,243500,0.8716765642166138,497
1.1920928955078125e-07,-0.0012180294143036008,48799,1.986713868973311e-07,-2.4400906562805176,0.0007,490,48800,244000,0.8732504844665527,497
1.1920928955078125e-07,-0.0010462949285283685,48899,1.984955417810852e-07,-2.4335954189300537,0.0007,491,48900,244500,0.8693009614944458,497
0.0,-0.0010479572229087353,48999,1.9879090018548595e-07,-2.4406485557556152,0.0007,492,49000,245000,0.8737283945083618,497
0.0,-0.0009112623520195484,49099,1.9844314635975024e-07,-2.4357662200927734,0.0007,493,49100,245500,0.8712522983551025,497
1.1920928955078125e-07,-0.0012888392666354775,49199,1.9902282133443805e-07,-2.4426536560058594,0.0007,494,49200,246000,0.8731496334075928,497
8.928775787353516e-05,-0.0010577408829703927,49299,1.9852025445743493e-07,-2.444797992706299,0.0007,495,49300,246500,0.8742941617965698,497
8.90493392944336e-05,-0.001197586301714182,49399,1.9880822321738378e-07,-2.429055690765381,0.0007,496,49400,247000,0.8673475980758667,497
0.0,-0.000871033756993711,49499,1.9843437826239096e-07,-2.418644428253174,0.0007,497,49500,247500,0.8616635799407959,497
0.0,-0.001088208518922329,49599,1.982152042501184e-07,-2.414912223815918,0.0007,498,49600,248000,0.8598935604095459,497
0.0,-0.0009034938993863761,49699,1.9872057066550042e-07,-2.4124698638916016,0.0007,499,49700,248500,0.8578348159790039,497
1.1920928955078125e-07,-0.0007611707551404834,49799,1.9859911049024959e-07,-2.410137891769409,0.0007,500,49800,249000,0.8552209138870239,497
0.0,-0.0007989091682247818,49899,1.9874332224389946e-07,-2.421285629272461,0.0007,501,49900,249500,0.8598920106887817,497
0.0,-0.0012578617315739393,49999,1.9783476545853773e-07,-2.4148802757263184,0.0007,502,50000,250000,0.8542068004608154,497
0.0,-0.0011506960727274418,50099,1.9775856685555482e-07,-2.413752794265747,0.0007,503,50100,250500,0.851238489151001,497
-1.1920928955078125e-07,-0.0010075706522911787,50199,1.9819859176095633e-07,-2.4211714267730713,0.0007,504,50200,251000,0.8546386957168579,497
-1.1920928955078125e-07,-0.0009474415564909577,50299,1.9855067989738018e-07,-2.427483558654785,0.0007,505,50300,251500,0.8543472290039062,497
0.0,-0.0007001119665801525,50399,1.9916316773560538e-07,-2.4281060695648193,0.0007,506,50400,252000,0.8572600483894348,497
0.0,-0.0008144305902533233,50499,1.9806866191629524e-07,-2.4319868087768555,0.0007,507,50500,252500,0.8585070371627808,497
0.0,-0.0009443545714020729,50599,1.977342378722824e-07,-2.4366679191589355,0.0007,508,50600,253000,0.8605965375900269,497
0.0,-0.0009079440496861935,50699,1.977351757886936e-07,-2.4506001472473145,0.0007,509,50700,253500,0.865341067314148,497
0.0,-0.0009279074147343636,50799,1.975224250827523e-07,-2.441866397857666,0.0007,510,50800,254000,0.8616990447044373,497
-1.1920928955078125e-07,-0.0007605538121424615,50899,1.9782751792263298e-07,-2.4524967670440674,0.0007,511,50900,254500,0.8643956184387207,497
0.0,-0.0008450012537650764,50999,1.9832882003356644e-07,-2.450587272644043,0.0007,512,51000,255000,0.8630896210670471,497
0.0,-0.0007546748965978622,51099,1.9827589881060703e-07,-2.438714027404785,0.0007,513,51100,255500,0.8579492568969727,497
0.0,-0.0007084232056513429,51199,1.9809749574051239e-07,-2.444843292236328,0.0007,514,51200,256000,0.861777663230896,497
0.0,-0.0008712462149560452,51299,1.9807653472980746e-07,-2.451521635055542,0.0007,515,51300,256500,0.8656743764877319,497
0.0,-0.001220323727466166,51399,1.9861954569933005e-07,-2.4484059810638428,0.0007,516,51400,257000,0.8667807579040527,497
8.922815322875977e-05,-0.0009219032945111394,51499,1.9798554262706602e-07,-2.455148696899414,0.0007,517,51500,257500,0.8686113357543945,497
-1.1920928955078125e-07,-0.0011460031382739544,51599,1.9841772314066475e-07,-2.460556983947754,0.0007,518,51600,258000,0.8720632791519165,497
0.0,-0.0006806474411860108,51699,1.985822990491215e-07,-2.47744083404541,0.0007,519,51700,258500,0.8801902532577515,497
0.0,-0.001346105127595365,51799,1.996116907321266e-07,-2.489975929260254,0.0007,520,51800,259000,0.8835353851318359,497
-1.1920928955078125e-07,-0.000763415009714663,51899,1.9803069051249622e-07,-2.497728109359741,0.0007,521,51900,259500,0.8885276317596436,497
0.0,-0.0008813944878056645,51999,1.987670259495644e-07,-2.4958701133728027,0.0007,522,52000,260000,0.8876813650131226,497
-1.1920928955078125e-07,-0.0010217593517154455,52099,1.9803187001343758e-07,-2.5054330825805664,0.0007,523,52100,260500,0.8903104066848755,497
0.0,-0.0009611911373212934,52199,1.9808071272109373e-07,-2.509300708770752,0.0007,524,52200,261000,0.8926541805267334,497
-1.1920928955078125e-07,-0.0009267600253224373,52299,1.9833706232930126e-07,-2.5080554485321045,0.0007,525,52300,261500,0.8903361558914185,497
-8.928775787353516e-05,-0.0010722653241828084,52399,1.9791340832853166e-07,-2.498908519744873,0.0007,526,52400,262000,0.8864564895629883,497
-2.2530555725097656e-05,-0.0009186938405036926,52499,1.980625512487677e-07,-2.4906604290008545,0.0007,527,52500,262500,0.882345974445343,497
-1.1920928955078125e-07,-0.0009339000098407269,52599,1.9815101381936984e-07,-2.4850287437438965,0.0007,528,52600,263000,0.8804495334625244,497
0.0,-0.0008682525949552655,52699,1.9853432320360298e-07,-2.475449562072754,0.0007,529,52700,263500,0.8762356638908386,497
0.0,-0.0012363237328827381,52799,1.9834862996503944e-07,-2.486729860305786,0.0007,530,52800,264000,0.8790984153747559,497
0.0,-0.0009725320269353688,52899,1.9828038944069704e-07,-2.491157054901123,0.0007,531,52900,264500,0.8808504343032837,497
0.0,-0.0008366519468836486,52999,1.9812580376310507e-07,-2.4829344749450684,0.0007,532,53000,265000,0.8757358193397522,497
-8.928775787353516e-05,-0.0008035881328396499,53099,1.9782297044912411e-07,-2.48081636428833,0.0007,533,53100,265500,0.8767718076705933,497
0.0,-0.0008061018888838589,53199,1.9831955455629213e-07,-2.4736990928649902,0.0007,534,53200,266000,0.8724690675735474,497
2.2232532501220703e-05,-0.0010217555100098252,53299,1.980304915605302e-07,-2.454866886138916,0.0007,535,53300,266500,0.8622210025787354,497
0.0,-0.0008818377973511815,53399,1.980929198452941e-07,-2.446791410446167,0.0007,536,53400,267000,0.8582353591918945,497
0.0,-0.0010826259385794401,53499,1.9810170215350809e-07,-2.4509854316711426,0.0007,537,53500,267500,0.8583478331565857,498
0.0,-0.0011854099575430155,53599,1.9790836347510776e-07,-2.45239520072937,0.0007,538,53600,268000,0.8591482639312744,498
0.0,-0.0010136340279132128,53699,1.9719846022780985e-07,-2.4580345153808594,0.0007,538,53700,268500,0.8625996112823486,498
0.00013494491577148438,-0.001045359531417489,53799,1.9629462144621357e-07,-2.458246946334839,0.0007,540,53800,269000,0.8624799251556396,498
1.1920928955078125e-07,-0.0010161632671952248,53899,1.9725209199350502e-07,-2.465310573577881,0.0007,541,53900,269500,0.8646451234817505,498
0.0,-0.0011759668122977018,53999,1.983677719863408e-07,-2.4614086151123047,0.0007,542,54000,270000,0.8628436326980591,498
0.0,-0.0009367797756567597,54099,1.9772315340560453e-07,-2.4764060974121094,0.0007,543,54100,270500,0.8691727519035339,498
0.0,-0.0010818967130035162,54199,1.971772860542842e-07,-2.4778454303741455,0.0007,544,54200,271000,0.870227575302124,498
0.0,-0.0008077170932665467,54299,1.984577693292522e-07,-2.479661703109741,0.0007,545,54300,271500,0.8721097707748413,498
0.0,-0.0009860808495432138,54399,1.9762782699217496e-07,-2.47244930267334,0.0007,546,54400,272000,0.8672997951507568,498
0.0,-0.0014313894789665937,54499,1.9761732517054043e-07,-2.475579023361206,0.0007,547,54500,272500,0.8663501739501953,498
0.0,-0.0009097231668420136,54599,1.9785622384915769e-07,-2.481783390045166,0.0007,548,54600,273000,0.8696944713592529,498
0.0,-0.0011518321698531508,54699,1.974279228988962e-07,-2.4650156497955322,0.0007,549,54700,273500,0.8626995086669922,498
1.7881393432617188e-07,-0.0007261723512783647,54799,1.9765550973716017e-07,-2.4483718872070312,0.0007,550,54800,274000,0.8554704189300537,498
0.0,-0.0010287257609888911,54899,1.9670906681312772e-07,-2.4519295692443848,0.0007,550,54900,274500,0.8565313220024109,498
0.0,-0.0010331629309803247,54999,1.9719315957900108e-07,-2.4550271034240723,0.0007,551,55000,275000,0.8584696054458618,498
0.0,-0.0012098869774490595,55099,1.9674038753692003e-07,-2.4520328044891357,0.0007,553,55100,275500,0.8561557531356812,498
0.0,-0.0012187426909804344,55199,1.9683803031966818e-07,-2.458268165588379,0.0007,554,55200,276000,0.8608999848365784,497
0.0,-0.001006885664537549,55299,1.964067450899165e-07,-2.4493093490600586,0.0007,555,55300,276500,0.8593080639839172,497
1.1920928955078125e-07,-0.0007386564393527806,55399,1.9596798495058465e-07,-2.436208724975586,0.0007,556,55400,277000,0.8540385961532593,497
0.0,-0.0009003410814329982,55499,1.9610850188200857e-07,-2.435640573501587,0.0007,557,55500,277500,0.8542569279670715,498
0.0,-0.0007169520831666887,55599,1.968898430959598e-07,-2.4383034706115723,0.0007,558,55600,278000,0.8567394018173218,498
0.0,-0.0011551573406904936,55699,1.964546925137256e-07,-2.451082229614258,0.0007,559,55700,278500,0.8629710674285889,498
0.0,-0.0012851445935666561,55799,1.965180729257554e-07,-2.456594705581665,0.0007,560,55800,279000,0.8646408319473267,498
0.0,-0.0007437467575073242,55899,1.9642395443497662e-07,-2.452556610107422,0.0007,561,55900,279500,0.8628906607627869,498
4.488229751586914e-05,-0.0009421657887287438,55999,1.9614454060956632e-07,-2.4531233310699463,0.0007,562,56000,280000,0.8622015714645386,498
-1.1920928955078125e-07,-0.0011996240355074406,56099,1.9439787024566613e-07,-2.4530673027038574,0.0007,562,56100,280500,0.8613766431808472,498
0.0,-0.0006858910201117396,56199,1.9487511337956676e-07,-2.4622926712036133,0.0007,563,56200,281000,0.8668268918991089,498
0.0,-0.0007170609897002578,56299,1.9613101187587745e-07,-2.4438767433166504,0.0007,564,56300,281500,0.8584954738616943,498
1.1920928955078125e-07,-0.0013788030482828617,56399,1.9563171349545883e-07,-2.444833278656006,0.0007,565,56400,282000,0.8565553426742554,498
1.1920928955078125e-07,-0.0007911183056421578,56499,1.9490138924993516e-07,-2.435417652130127,0.0007,566,56500,282500,0.8537847399711609,498
-1.1920928955078125e-07,-0.0008122452418319881,56599,1.9453037225503067e-07,-2.432868242263794,0.0007,567,56600,283000,0.8531236052513123,498
-1.1920928955078125e-07,-0.0009528131340630352,56699,1.944500098716162e-07,-2.4308905601501465,0.0007,568,56700,283500,0.8504429459571838,498
-1.1920928955078125e-07,-0.000809288234449923,56799,1.9449080923550355e-07,-2.426673650741577,0.0007,569,56800,284000,0.8496641516685486,498
1.1920928955078125e-07,-0.0007597687654197216,56899,1.9290223463030998e-07,-2.4284801483154297,0.0007,570,56900,284500,0.8486589193344116,498
0.0,-0.0011038962984457612,56999,1.9358012082193454e-07,-2.426510810852051,0.0007,571,57000,285000,0.8470954895019531,498
0.0,-0.0009891398949548602,57099,1.9316534860536194e-07,-2.431462049484253,0.0007,572,57100,285500,0.8472206592559814,498
0.0,-0.0008122029830701649,57199,1.9224971481435205e-07,-2.437809467315674,0.0007,574,57200,286000,0.8498199582099915,498
0.0,-0.0011906110448762774,57299,1.929479793716382e-07,-2.444800615310669,0.0007,575,57300,286500,0.8512734174728394,498
1.1920928955078125e-07,-0.0009871191577985883,57399,1.919132301964055e-07,-2.445920467376709,0.0007,576,57400,287000,0.8531887531280518,498
0.0,-0.0008393462630920112,57499,1.9147432794852648e-07,-2.4480104446411133,0.0007,576,57500,287500,0.8535251617431641,498
0.0,-0.000938895158469677,57599,1.9010211360637186e-07,-2.455571413040161,0.0007,577,57600,288000,0.8564772605895996,498
-1.1920928955078125e-07,-0.0011170885991305113,57699,1.9060172462559422e-07,-2.4497106075286865,0.0007,578,57700,288500,0.8526235818862915,498
1.1920928955078125e-07,-0.0009481189772486687,57799,1.8964155401590688e-07,-2.4490551948547363,0.0007,579,57800,289000,0.8527705073356628,498
0.0,-0.0012042417656630278,57899,1.887072329509465e-07,-2.4514517784118652,0.0007,580,57900,289500,0.8534034490585327,498
0.0,-0.0008703746716491878,57999,1.8954290226247394e-07,-2.444807529449463,0.0007,581,58000,290000,0.8508114218711853,498
0.0,-0.0012082182802259922,58099,1.897843162623758e-07,-2.447556495666504,0.0007,582,58100,290500,0.8498377799987793,498
0.0,-0.0015891629736870527,58199,1.884143614461209e-07,-2.4587321281433105,0.0007,583,58200,291000,0.8548489809036255,498
0.0,-0.0008819678914733231,58299,1.8803237367137626e-07,-2.4542574882507324,0.0007,584,58300,291500,0.8579630851745605,498
0.0,-0.0007807992515154183,58399,1.8896987796779285e-07,-2.4509880542755127,0.0007,585,58400,292000,0.8555086255073547,498
0.0,-0.0007656984380446374,58499,1.8929281964119582e-07,-2.450228691101074,0.0007,586,58500,292500,0.8565281629562378,498
0.0,-0.000982190715149045,58599,1.8816942315424967e-07,-2.426720142364502,0.0007,587,58600,293000,0.8458768129348755,498
0.0,-0.0009294376941397786,58699,1.879412536709424e-07,-2.4350271224975586,0.0007,588,58700,293500,0.8496376276016235,498
1.1920928955078125e-07,-0.0009200082859024405,58799,1.8886024122366507e-07,-2.441751718521118,0.0007,589,58800,294000,0.8513201475143433,498
0.0,-0.0010838962625712156,58899,1.8816754732142726e-07,-2.45688533782959,0.0007,591,58900,294500,0.8563482761383057,498
0.0,-0.0009622173383831978,58999,1.8814503732755838e-07,-2.457145929336548,0.0007,592,59000,295000,0.8564863204956055,498
0.0,-0.0009006056934595108,59099,1.8780744426294405e-07,-2.4530534744262695,0.0007,593,59100,295500,0.8542672395706177,498
-1.1920928955078125e-07,-0.000800004811026156,59199,1.8753094366275036e-07,-2.460975408554077,0.0007,593,59200,296000,0.8580468893051147,498
1.1920928955078125e-07,-0.000987715320661664,59299,1.8847769922558655e-07,-2.454857349395752,0.0007,594,59300,296500,0.8536587953567505,498
0.0,-0.0007335699629038572,59399,1.895797794304599e-07,-2.463526487350464,0.0007,595,59400,297000,0.8572394251823425,498
1.1920928955078125e-07,-0.0011748492252081633,59499,1.87884140245842e-07,-2.4470081329345703,0.0007,597,59500,297500,0.8503535389900208,498
0.0,-0.0008280634647235274,59599,1.8758001374408195e-07,-2.441873788833618,0.0007,598,59600,298000,0.8471298217773438,498
0.0,-0.001075840787962079,59699,1.880975730728096e-07,-2.4503040313720703,0.0007,599,59700,298500,0.8514535427093506,498
-1.1920928955078125e-07,-0.001099120476283133,59799,1.8908102106252045e-07,-2.4424307346343994,0.0007,600,59800,299000,0.8479717969894409,498
-1.1920928955078125e-07,-0.000918352510780096,59899,1.883912830180634e-07,-2.442600727081299,0.0007,601,59900,299500,0.847289502620697,498
0.0,-0.0008951263735070825,59999,1.885634617337928e-07,-2.437544822692871,0.0007,602,60000,300000,0.8448294997215271,498
0.0,-0.001099879969842732,60099,1.87984085187054e-07,-2.435194969177246,0.0007,603,60100,300500,0.842225193977356,498
1.1920928955078125e-07,-0.0007521401857957244,60199,1.8821279468284047e-07,-2.443495273590088,0.0007,604,60200,301000,0.845531702041626,497
0.0,-0.0008005726849660277,60299,1.877862843002731e-07,-2.440300226211548,0.0007,605,60300,301500,0.8458362817764282,497
0.0,-0.0007497748010791838,60399,1.8831374859473726e-07,-2.453521251678467,0.0007,606,60400,302000,0.8497873544692993,497
1.1920928955078125e-07,-0.001330087659880519,60499,1.886334786149746e-07,-2.467531442642212,0.0007,607,60500,302500,0.8533828258514404,498
0.0,-0.0014604065800085664,60599,1.8775969579110097e-07,-2.4583494663238525,0.0007,608,60600,303000,0.8495784997940063,498
0.0,-0.0009529414819553494,60699,1.888220424461906e-07,-2.477787733078003,0.0007,609,60700,303500,0.8596620559692383,498
0.0,-0.0012565333163365722,60799,1.8843084603759053e-07,-2.479051351547241,0.0007,610,60800,304000,0.8607255816459656,497
0.0,-0.0009911444503813982,60899,1.8720656669302116e-07,-2.4665908813476562,0.0007,611,60900,304500,0.8578351140022278,497
0.0,-0.0008645643247291446,60999,1.8806593971021357e-07,-2.4738969802856445,0.0007,612,61000,305000,0.8612234592437744,497
0.0,-0.0010497282491996884,61099,1.8835177684195514e-07,-2.4832959175109863,0.0007,613,61100,305500,0.8640002012252808,497
0.0,-0.0009233438177034259,61199,1.8830796477686818e-07,-2.4749956130981445,0.0007,614,61200,306000,0.8616381883621216,497
0.0,-0.000681925390381366,61299,1.876021258340188e-07,-2.4754438400268555,0.0007,615,61300,306500,0.8626183867454529,497
0.0,-0.0009922124445438385,61399,1.8780083621550148e-07,-2.4815454483032227,0.0007,616,61400,307000,0.8645747900009155,497
0.0,-0.0009873633971437812,61499,1.8797067014020286e-07,-2.4639153480529785,0.0007,617,61500,307500,0.8578242063522339,497
0.0,-0.00098493043333292,61599,1.8888033537223237e-07,-2.4506266117095947,0.0007,618,61600,308000,0.8530169725418091,497
0.0,-0.0009211081778630614,61699,1.880146527355464e-07,-2.462056875228882,0.0007,619,61700,308500,0.8569154739379883,497
0.0,-0.0007716179825365543,61799,1.879183599839962e-07,-2.4732444286346436,0.0007,621,61800,309000,0.8621583580970764,497
0.0,-0.0007053161971271038,61899,1.8793511458170542e-07,-2.4685468673706055,0.0007,622,61900,309500,0.8601529598236084,497
0.0,-0.00121702637989074,61999,1.8801448220528982e-07,-2.467909336090088,0.0007,623,62000,310000,0.8581347465515137,497
0.0,-0.0008076640660874546,62099,1.881632840650127e-07,-2.469360828399658,0.0007,623,62100,310500,0.8588683009147644,497
-1.1920928955078125e-07,-0.0006847680197097361,62199,1.876941979617186e-07,-2.4628405570983887,0.0007,624,62200,311000,0.857254147529602,497
-4.6253204345703125e-05,-0.0007683747680857778,62299,1.880709135093639e-07,-2.459552526473999,0.0007,625,62300,311500,0.8546473979949951,497
0.0,-0.0009025984327308834,62399,1.8828043835128483e-07,-2.4671831130981445,0.0007,626,62400,312000,0.8579866886138916,497
0.0,-0.0008687530644237995,62499,1.8811921620454086e-07,-2.473611831665039,0.0007,627,62500,312500,0.8599674701690674,497
0.0,-0.0008090250194072723,62599,1.8757377517886198e-07,-2.471569299697876,0.0007,628,62600,313000,0.8600693345069885,497
0.0,-0.0010755743132904172,62699,1.8837457105291833e-07,-2.4637179374694824,0.0007,629,62700,313500,0.8568884134292603,497
0.0,-0.0009323496487922966,62799,1.875193049727386e-07,-2.4724788665771484,0.0007,630,62800,314000,0.8630362749099731,497
0.0,-0.0019224381539970636,62899,1.8765021536637505e-07,-2.459164619445801,0.0007,631,62900,314500,0.8556720018386841,497
0.0,-0.0008899638196453452,62999,1.8789572209243488e-07,-2.4460949897766113,0.0007,632,63000,315000,0.8511974215507507,497
0.0,-0.0010505706304684281,63099,1.877176600828534e-07,-2.4339873790740967,0.0007,633,63100,315500,0.8432859182357788,497
1.1920928955078125e-07,-0.0008269073441624641,63199,1.8883096686295175e-07,-2.422913074493408,0.0007,634,63200,316000,0.8384100198745728,497
1.1920928955078125e-07,-0.0009069608640857041,63299,1.8810770541222155e-07,-2.4164085388183594,0.0007,635,63300,316500,0.833983302116394,497
0.0,-0.0008741492638364434,63399,1.8727055817180371e-07,-2.420030117034912,0.0007,636,63400,317000,0.835446834564209,497
0.0,-0.0007139689987525344,63499,1.8749005903373472e-07,-2.4205002784729004,0.0007,637,63500,317500,0.837631344795227,497
0.0,-0.0011457761283963919,63599,1.878416071576794e-07,-2.4146969318389893,0.0007,638,63600,318000,0.8346229791641235,497
0.0,-0.0010396279394626617,63699,1.8830122883173317e-07,-2.393056869506836,0.0007,639,63700,318500,0.8246984481811523,497
